Date,Year,Month,State,Sector,number_of_employees,average_weekly_hours,average_hourly_earnings
2011-09-01,2011,Sep,Rhode Island,totalnonfarm,465.0,,
2011-09-01,2011,Sep,Rhode Island,totalprivate,400.7,33.0,24.12
2011-09-01,2011,Sep,South Carolina,leisurehospitality,211.5,,11.99
2011-09-01,2011,Sep,South Carolina,manufacturing,216.4,41.7,20.78
2011-09-01,2011,Sep,South Carolina,retailtrade,224.7,,
2011-09-01,2011,Sep,South Carolina,totalnonfarm,1840.3,,
2011-09-01,2011,Sep,South Carolina,totalprivate,1492.4,34.7,20.53
2011-09-01,2011,Sep,South Dakota,leisurehospitality,43.9,,10.89
2011-09-01,2011,Sep,South Dakota,manufacturing,39.7,40.2,18.87
2011-09-01,2011,Sep,South Dakota,retailtrade,50.4,,
2011-09-01,2011,Sep,South Dakota,totalnonfarm,408.5,,
2011-09-01,2011,Sep,South Dakota,totalprivate,331.1,33.8,18.98
2011-09-01,2011,Sep,Tennessee,leisurehospitality,270.3,,11.8
2011-09-01,2011,Sep,Tennessee,manufacturing,302.6,41.8,21.04
2011-09-01,2011,Sep,Tennessee,retailtrade,307.6,,
2011-09-01,2011,Sep,Tennessee,totalnonfarm,2681.6,,
2011-09-01,2011,Sep,Tennessee,totalprivate,2256.9,35.0,20.25
2011-09-01,2011,Sep,Texas,leisurehospitality,1049.8,,11.89
2011-09-01,2011,Sep,Texas,manufacturing,850.2,40.9,23.91
2011-09-01,2011,Sep,Texas,retailtrade,1160.1,,
2011-09-01,2011,Sep,Texas,totalnonfarm,10673.2,,
2011-09-01,2011,Sep,Texas,totalprivate,8832.3,36.7,21.94
2011-09-01,2011,Sep,Utah,leisurehospitality,114.9,,11.84
2011-09-01,2011,Sep,Utah,manufacturing,114.5,38.5,21.88
2011-09-01,2011,Sep,Utah,retailtrade,139.4,,
2011-09-01,2011,Sep,Utah,totalnonfarm,1216.2,,
2011-09-01,2011,Sep,Utah,totalprivate,995.4,34.7,22.63
2011-09-01,2011,Sep,Vermont,leisurehospitality,32.7,,14.57
2011-09-01,2011,Sep,Vermont,manufacturing,31.3,38.7,23.04
2011-09-01,2011,Sep,Vermont,retailtrade,37.6,,
2011-09-01,2011,Sep,Vermont,totalnonfarm,302.0,,
2011-09-01,2011,Sep,Vermont,totalprivate,247.4,33.9,22.93
2011-09-01,2011,Sep,Virginia,leisurehospitality,352.7,,13.06
2011-09-01,2011,Sep,Virginia,manufacturing,232.1,39.9,22.06
2011-09-01,2011,Sep,Virginia,retailtrade,403.6,,
2011-09-01,2011,Sep,Virginia,totalnonfarm,3714.1,,
2011-09-01,2011,Sep,Virginia,totalprivate,2993.3,35.3,24.72
2011-09-01,2011,Sep,Washington,leisurehospitality,272.0,,13.44
2011-09-01,2011,Sep,Washington,manufacturing,272.8,,31.15
2011-09-01,2011,Sep,Washington,retailtrade,306.5,,
2011-09-01,2011,Sep,Washington,totalnonfarm,2881.5,,
2011-09-01,2011,Sep,Washington,totalprivate,2340.8,34.5,27.03
2011-09-01,2011,Sep,West Virginia,leisurehospitality,72.9,,10.51
2011-09-01,2011,Sep,West Virginia,manufacturing,49.5,37.9,19.81
2011-09-01,2011,Sep,West Virginia,retailtrade,87.2,,
2011-09-01,2011,Sep,West Virginia,totalnonfarm,724.4,,
2011-09-01,2011,Sep,West Virginia,totalprivate,570.2,34.6,19.12
2011-09-01,2011,Sep,Wisconsin,leisurehospitality,253.4,,11.82
2011-09-01,2011,Sep,Wisconsin,manufacturing,450.2,41.6,21.31
2011-09-01,2011,Sep,Wisconsin,retailtrade,294.9,,
2011-09-01,2011,Sep,Wisconsin,totalnonfarm,2760.3,,
2011-09-01,2011,Sep,Wisconsin,totalprivate,2348.0,33.4,21.75
2011-09-01,2011,Sep,Wyoming,leisurehospitality,33.7,,12.09
2011-09-01,2011,Sep,Wyoming,manufacturing,9.2,,
2011-09-01,2011,Sep,Wyoming,retailtrade,29.5,,
2011-09-01,2011,Sep,Wyoming,totalnonfarm,291.8,,
2011-09-01,2011,Sep,Wyoming,totalprivate,219.8,36.4,22.11
2011-10-01,2011,Oct,Alabama,leisurehospitality,170.2,,10.58
2011-10-01,2011,Oct,Alabama,manufacturing,238.1,40.6,21.28
2011-10-01,2011,Oct,Alabama,retailtrade,225.0,,
2011-10-01,2011,Oct,Alabama,totalnonfarm,1891.8,,
2011-10-01,2011,Oct,Alabama,totalprivate,1508.3,35.7,20.43
2011-10-01,2011,Oct,Alaska,leisurehospitality,32.6,,14.13
2011-10-01,2011,Oct,Alaska,manufacturing,14.1,45.8,19.32
2011-10-01,2011,Oct,Alaska,retailtrade,35.8,,
2011-10-01,2011,Oct,Alaska,totalnonfarm,332.6,,
2011-10-01,2011,Oct,Alaska,totalprivate,247.7,36.4,25.26
2011-10-01,2011,Oct,Arizona,leisurehospitality,261.4,,13.71
2011-10-01,2011,Oct,Arizona,manufacturing,152.5,39.7,24.85
2011-10-01,2011,Oct,Arizona,retailtrade,294.5,,
2011-10-01,2011,Oct,Arizona,totalnonfarm,2424.6,,
2011-10-01,2011,Oct,Arizona,totalprivate,2016.1,35.4,22.61
2011-10-01,2011,Oct,Arkansas,leisurehospitality,101.7,,10.65
2011-10-01,2011,Oct,Arkansas,manufacturing,157.5,41.8,17.78
2011-10-01,2011,Oct,Arkansas,retailtrade,131.9,,
2011-10-01,2011,Oct,Arkansas,totalnonfarm,1176.4,,
2011-10-01,2011,Oct,Arkansas,totalprivate,959.2,36.0,18.54
2011-10-01,2011,Oct,California,leisurehospitality,1547.3,,14.76
2011-10-01,2011,Oct,California,manufacturing,1246.2,39.5,27.27
2011-10-01,2011,Oct,California,retailtrade,1546.4,,
2011-10-01,2011,Oct,California,totalnonfarm,14493.4,,
2011-10-01,2011,Oct,California,totalprivate,12101.1,35.0,27.02
2011-10-01,2011,Oct,Colorado,leisurehospitality,274.1,,14.34
2011-10-01,2011,Oct,Colorado,manufacturing,129.3,40.0,26.57
2011-10-01,2011,Oct,Colorado,retailtrade,240.5,,
2011-10-01,2011,Oct,Colorado,totalnonfarm,2269.4,,
2011-10-01,2011,Oct,Colorado,totalprivate,1876.9,35.4,24.31
2011-10-01,2011,Oct,Connecticut,leisurehospitality,139.3,,15.03
2011-10-01,2011,Oct,Connecticut,manufacturing,163.1,40.1,30.64
2011-10-01,2011,Oct,Connecticut,retailtrade,179.8,,
2011-10-01,2011,Oct,Connecticut,totalnonfarm,1635.6,,
2011-10-01,2011,Oct,Connecticut,totalprivate,1388.3,34.4,28.46
2011-10-01,2011,Oct,DC,leisurehospitality,63.7,,18.1
2011-10-01,2011,Oct,DC,manufacturing,1.0,,
2011-10-01,2011,Oct,DC,retailtrade,18.8,,
2011-10-01,2011,Oct,DC,totalnonfarm,727.5,,
2011-10-01,2011,Oct,DC,totalprivate,482.7,36.2,36.23
2011-10-01,2011,Oct,Delaware,leisurehospitality,44.4,,13.33
2011-10-01,2011,Oct,Delaware,manufacturing,25.8,40.0,20.68
2011-10-01,2011,Oct,Delaware,retailtrade,50.2,,
2011-10-01,2011,Oct,Delaware,totalnonfarm,414.4,,
2011-10-01,2011,Oct,Delaware,totalprivate,351.4,33.6,22.42
2011-10-01,2011,Oct,Florida,leisurehospitality,969.5,,13.44
2011-10-01,2011,Oct,Florida,manufacturing,315.3,39.2,24.16
2011-10-01,2011,Oct,Florida,retailtrade,955.0,,
2011-10-01,2011,Oct,Florida,totalnonfarm,7287.3,,
2011-10-01,2011,Oct,Florida,totalprivate,6196.0,34.7,21.59
2011-10-01,2011,Oct,Georgia,leisurehospitality,383.9,,12.46
2011-10-01,2011,Oct,Georgia,manufacturing,349.8,40.2,21.96
2011-10-01,2011,Oct,Georgia,retailtrade,445.8,,
2011-10-01,2011,Oct,Georgia,totalnonfarm,3910.7,,
2011-10-01,2011,Oct,Georgia,totalprivate,3226.4,35.1,21.98
2011-10-01,2011,Oct,Hawaii,leisurehospitality,106.9,,16.72
2011-10-01,2011,Oct,Hawaii,manufacturing,13.7,35.5,19.81
2011-10-01,2011,Oct,Hawaii,retailtrade,67.9,,
2011-10-01,2011,Oct,Hawaii,totalnonfarm,597.9,,
2011-10-01,2011,Oct,Hawaii,totalprivate,473.0,34.0,22.1
2011-10-01,2011,Oct,Idaho,leisurehospitality,59.8,,11.53
2011-10-01,2011,Oct,Idaho,manufacturing,56.4,40.0,24.71
2011-10-01,2011,Oct,Idaho,retailtrade,75.4,,
2011-10-01,2011,Oct,Idaho,totalnonfarm,614.2,,
2011-10-01,2011,Oct,Idaho,totalprivate,497.5,34.6,20.82
2011-10-01,2011,Oct,Illinois,leisurehospitality,526.4,,12.4
2011-10-01,2011,Oct,Illinois,manufacturing,576.7,41.0,24.23
2011-10-01,2011,Oct,Illinois,retailtrade,590.2,,
2011-10-01,2011,Oct,Illinois,totalnonfarm,5695.5,,
2011-10-01,2011,Oct,Illinois,totalprivate,4858.8,35.0,23.99
2011-10-01,2011,Oct,Indiana,leisurehospitality,279.0,,12.3
2011-10-01,2011,Oct,Indiana,manufacturing,469.5,41.9,23.38
2011-10-01,2011,Oct,Indiana,retailtrade,307.2,,
2011-10-01,2011,Oct,Indiana,totalnonfarm,2863.7,,
2011-10-01,2011,Oct,Indiana,totalprivate,2433.0,35.3,20.99
2011-10-01,2011,Oct,Iowa,leisurehospitality,132.2,,11.64
2011-10-01,2011,Oct,Iowa,manufacturing,206.5,41.6,20.11
2011-10-01,2011,Oct,Iowa,retailtrade,175.0,,
2011-10-01,2011,Oct,Iowa,totalnonfarm,1492.3,,
2011-10-01,2011,Oct,Iowa,totalprivate,1240.0,34.6,20.42
2011-10-01,2011,Oct,Kansas,leisurehospitality,115.7,,11.46
2011-10-01,2011,Oct,Kansas,manufacturing,161.0,42.4,22.0
2011-10-01,2011,Oct,Kansas,retailtrade,142.1,,
2011-10-01,2011,Oct,Kansas,totalnonfarm,1345.0,,
2011-10-01,2011,Oct,Kansas,totalprivate,1086.8,35.1,20.63
2011-10-01,2011,Oct,Kentucky,leisurehospitality,170.4,,10.77
2011-10-01,2011,Oct,Kentucky,manufacturing,215.1,41.2,20.3
2011-10-01,2011,Oct,Kentucky,retailtrade,201.4,,
2011-10-01,2011,Oct,Kentucky,totalnonfarm,1792.0,,
2011-10-01,2011,Oct,Kentucky,totalprivate,1469.1,35.4,19.81
2011-10-01,2011,Oct,Louisiana,leisurehospitality,203.4,,12.13
2011-10-01,2011,Oct,Louisiana,manufacturing,141.3,42.8,25.24
2011-10-01,2011,Oct,Louisiana,retailtrade,219.9,,
2011-10-01,2011,Oct,Louisiana,totalnonfarm,1911.4,,
2011-10-01,2011,Oct,Louisiana,totalprivate,1552.6,36.8,21.22
2011-10-01,2011,Oct,Maine,leisurehospitality,60.6,,12.94
2011-10-01,2011,Oct,Maine,manufacturing,50.4,40.3,23.16
2011-10-01,2011,Oct,Maine,retailtrade,81.3,,
2011-10-01,2011,Oct,Maine,totalnonfarm,596.0,,
2011-10-01,2011,Oct,Maine,totalprivate,494.8,34.2,20.28
2011-10-01,2011,Oct,Maryland,leisurehospitality,235.0,,14.55
2011-10-01,2011,Oct,Maryland,manufacturing,114.1,40.6,23.35
2011-10-01,2011,Oct,Maryland,retailtrade,281.7,,
2011-10-01,2011,Oct,Maryland,totalnonfarm,2571.4,,
2011-10-01,2011,Oct,Maryland,totalprivate,2064.6,34.7,25.79
2011-10-01,2011,Oct,Massachusetts,leisurehospitality,318.1,,15.29
2011-10-01,2011,Oct,Massachusetts,manufacturing,249.4,39.7,28.31
2011-10-01,2011,Oct,Massachusetts,retailtrade,345.0,,
2011-10-01,2011,Oct,Massachusetts,totalnonfarm,3273.5,,
2011-10-01,2011,Oct,Massachusetts,totalprivate,2839.6,33.1,28.13
2011-10-01,2011,Oct,Michigan,leisurehospitality,383.2,,11.57
2011-10-01,2011,Oct,Michigan,manufacturing,511.0,41.4,24.54
2011-10-01,2011,Oct,Michigan,retailtrade,450.2,,
2011-10-01,2011,Oct,Michigan,totalnonfarm,3988.5,,
2011-10-01,2011,Oct,Michigan,totalprivate,3374.7,34.5,22.45
2011-10-01,2011,Oct,Minnesota,leisurehospitality,240.9,,12.99
2011-10-01,2011,Oct,Minnesota,manufacturing,302.7,40.3,24.8
2011-10-01,2011,Oct,Minnesota,retailtrade,281.4,,
2011-10-01,2011,Oct,Minnesota,totalnonfarm,2696.7,,
2011-10-01,2011,Oct,Minnesota,totalprivate,2285.3,33.8,24.9
2011-10-01,2011,Oct,Mississippi,leisurehospitality,120.2,,12.47
2011-10-01,2011,Oct,Mississippi,manufacturing,135.2,41.6,17.82
2011-10-01,2011,Oct,Mississippi,retailtrade,133.0,,
2011-10-01,2011,Oct,Mississippi,totalnonfarm,1094.7,,
2011-10-01,2011,Oct,Mississippi,totalprivate,848.7,36.3,18.36
2011-10-01,2011,Oct,Missouri,leisurehospitality,272.4,,11.83
2011-10-01,2011,Oct,Missouri,manufacturing,250.1,40.6,21.36
2011-10-01,2011,Oct,Missouri,retailtrade,301.5,,
2011-10-01,2011,Oct,Missouri,totalnonfarm,2679.6,,
2011-10-01,2011,Oct,Missouri,totalprivate,2242.2,35.3,20.93
2011-10-01,2011,Oct,Montana,leisurehospitality,57.1,,12.45
2011-10-01,2011,Oct,Montana,manufacturing,16.9,,
2011-10-01,2011,Oct,Montana,retailtrade,54.9,,
2011-10-01,2011,Oct,Montana,totalnonfarm,433.6,,
2011-10-01,2011,Oct,Montana,totalprivate,344.6,33.4,21.06
2011-10-01,2011,Oct,Nebraska,leisurehospitality,82.1,,11.74
2011-10-01,2011,Oct,Nebraska,manufacturing,93.8,41.0,19.52
2011-10-01,2011,Oct,Nebraska,retailtrade,105.0,,
2011-10-01,2011,Oct,Nebraska,totalnonfarm,957.1,,
2011-10-01,2011,Oct,Nebraska,totalprivate,788.8,34.7,21.1
2011-10-01,2011,Oct,Nevada,leisurehospitality,317.3,,14.01
2011-10-01,2011,Oct,Nevada,manufacturing,38.7,,
2011-10-01,2011,Oct,Nevada,retailtrade,128.7,,
2011-10-01,2011,Oct,Nevada,totalnonfarm,1130.2,,
2011-10-01,2011,Oct,Nevada,totalprivate,981.7,34.7,19.63
2011-10-01,2011,Oct,New Hampshire,leisurehospitality,63.2,,13.66
2011-10-01,2011,Oct,New Hampshire,manufacturing,66.2,38.4,26.89
2011-10-01,2011,Oct,New Hampshire,retailtrade,93.6,,
2011-10-01,2011,Oct,New Hampshire,totalnonfarm,625.8,,
2011-10-01,2011,Oct,New Hampshire,totalprivate,534.6,33.4,23.12
2011-10-01,2011,Oct,New Jersey,leisurehospitality,337.0,,14.26
2011-10-01,2011,Oct,New Jersey,manufacturing,245.6,40.0,24.41
2011-10-01,2011,Oct,New Jersey,retailtrade,440.0,,
2011-10-01,2011,Oct,New Jersey,totalnonfarm,3856.4,,
2011-10-01,2011,Oct,New Jersey,totalprivate,3229.8,33.8,25.99
2011-10-01,2011,Oct,New Mexico,leisurehospitality,84.9,,11.73
2011-10-01,2011,Oct,New Mexico,manufacturing,29.7,,
2011-10-01,2011,Oct,New Mexico,retailtrade,90.3,,
2011-10-01,2011,Oct,New Mexico,totalnonfarm,797.8,,
2011-10-01,2011,Oct,New Mexico,totalprivate,605.1,35.7,19.47
2011-10-01,2011,Oct,New York,leisurehospitality,777.9,,17.36
2011-10-01,2011,Oct,New York,manufacturing,458.4,39.8,25.39
2011-10-01,2011,Oct,New York,retailtrade,899.3,,
2011-10-01,2011,Oct,New York,totalnonfarm,8717.0,,
2011-10-01,2011,Oct,New York,totalprivate,7219.6,34.3,26.92
2011-10-01,2011,Oct,North Carolina,leisurehospitality,404.1,,12.61
2011-10-01,2011,Oct,North Carolina,manufacturing,433.9,40.9,20.4
2011-10-01,2011,Oct,North Carolina,retailtrade,444.2,,
2011-10-01,2011,Oct,North Carolina,totalnonfarm,3929.3,,
2011-10-01,2011,Oct,North Carolina,totalprivate,3225.1,34.6,21.37
2011-10-01,2011,Oct,North Dakota,leisurehospitality,36.0,,11.82
2011-10-01,2011,Oct,North Dakota,manufacturing,24.0,41.6,20.59
2011-10-01,2011,Oct,North Dakota,retailtrade,44.8,,
2011-10-01,2011,Oct,North Dakota,totalnonfarm,405.3,,
2011-10-01,2011,Oct,North Dakota,totalprivate,326.4,35.2,21.9
2011-10-01,2011,Oct,Ohio,leisurehospitality,485.2,,11.66
2011-10-01,2011,Oct,Ohio,manufacturing,646.2,40.6,23.2
2011-10-01,2011,Oct,Ohio,retailtrade,558.2,,
2011-10-01,2011,Oct,Ohio,totalnonfarm,5126.6,,
2011-10-01,2011,Oct,Ohio,totalprivate,4354.5,34.3,21.43
2011-10-01,2011,Oct,Oklahoma,leisurehospitality,144.4,,10.94
2011-10-01,2011,Oct,Oklahoma,manufacturing,138.0,42.1,18.77
2011-10-01,2011,Oct,Oklahoma,retailtrade,171.3,,
2011-10-01,2011,Oct,Oklahoma,totalnonfarm,1588.5,,
2011-10-01,2011,Oct,Oklahoma,totalprivate,1244.2,36.1,20.2
2011-10-01,2011,Oct,Oregon,leisurehospitality,166.5,,13.2
2011-10-01,2011,Oct,Oregon,manufacturing,169.2,40.0,22.65
2011-10-01,2011,Oct,Oregon,retailtrade,186.3,,
2011-10-01,2011,Oct,Oregon,totalnonfarm,1626.9,,
2011-10-01,2011,Oct,Oregon,totalprivate,1334.3,34.1,21.91
2011-10-01,2011,Oct,Pennsylvania,leisurehospitality,513.7,,12.45
2011-10-01,2011,Oct,Pennsylvania,manufacturing,567.1,39.8,22.97
2011-10-01,2011,Oct,Pennsylvania,retailtrade,623.7,,
2011-10-01,2011,Oct,Pennsylvania,totalnonfarm,5695.0,,
2011-10-01,2011,Oct,Pennsylvania,totalprivate,4954.7,33.6,22.1
2011-10-01,2011,Oct,Rhode Island,leisurehospitality,50.4,,13.96
2011-10-01,2011,Oct,Rhode Island,manufacturing,39.6,38.0,24.27
2011-10-01,2011,Oct,Rhode Island,retailtrade,46.8,,
2011-10-01,2011,Oct,Rhode Island,totalnonfarm,465.4,,
2011-10-01,2011,Oct,Rhode Island,totalprivate,401.0,33.0,24.49
2011-10-01,2011,Oct,South Carolina,leisurehospitality,212.0,,11.93
2011-10-01,2011,Oct,South Carolina,manufacturing,216.5,41.8,20.37
2011-10-01,2011,Oct,South Carolina,retailtrade,224.3,,
2011-10-01,2011,Oct,South Carolina,totalnonfarm,1839.8,,
2011-10-01,2011,Oct,South Carolina,totalprivate,1491.4,35.0,20.37
2011-10-01,2011,Oct,South Dakota,leisurehospitality,43.9,,10.85
2011-10-01,2011,Oct,South Dakota,manufacturing,39.8,40.1,18.95
2011-10-01,2011,Oct,South Dakota,retailtrade,50.4,,
2011-10-01,2011,Oct,South Dakota,totalnonfarm,409.4,,
2011-10-01,2011,Oct,South Dakota,totalprivate,332.0,34.3,19.19
2011-10-01,2011,Oct,Tennessee,leisurehospitality,270.1,,12.14
2011-10-01,2011,Oct,Tennessee,manufacturing,304.9,42.2,20.85
2011-10-01,2011,Oct,Tennessee,retailtrade,307.4,,
2011-10-01,2011,Oct,Tennessee,totalnonfarm,2686.6,,
2011-10-01,2011,Oct,Tennessee,totalprivate,2262.8,35.6,20.49
2011-10-01,2011,Oct,Texas,leisurehospitality,1052.9,,11.95
2011-10-01,2011,Oct,Texas,manufacturing,851.5,41.3,24.15
2011-10-01,2011,Oct,Texas,retailtrade,1161.1,,
2011-10-01,2011,Oct,Texas,totalnonfarm,10667.5,,
2011-10-01,2011,Oct,Texas,totalprivate,8838.5,37.4,22.22
2011-10-01,2011,Oct,Utah,leisurehospitality,114.2,,11.68
2011-10-01,2011,Oct,Utah,manufacturing,114.8,39.7,21.91
2011-10-01,2011,Oct,Utah,retailtrade,139.8,,
2011-10-01,2011,Oct,Utah,totalnonfarm,1217.0,,
2011-10-01,2011,Oct,Utah,totalprivate,996.8,35.7,22.7
2011-10-01,2011,Oct,Vermont,leisurehospitality,32.6,,15.05
2011-10-01,2011,Oct,Vermont,manufacturing,31.4,38.2,23.3
2011-10-01,2011,Oct,Vermont,retailtrade,37.6,,
2011-10-01,2011,Oct,Vermont,totalnonfarm,302.1,,
2011-10-01,2011,Oct,Vermont,totalprivate,247.2,34.2,23.07
2011-10-01,2011,Oct,Virginia,leisurehospitality,353.9,,13.0
2011-10-01,2011,Oct,Virginia,manufacturing,231.3,39.1,21.99
2011-10-01,2011,Oct,Virginia,retailtrade,403.2,,
2011-10-01,2011,Oct,Virginia,totalnonfarm,3709.5,,
2011-10-01,2011,Oct,Virginia,totalprivate,2988.2,35.5,25.39
2011-10-01,2011,Oct,Washington,leisurehospitality,272.5,,13.5
2011-10-01,2011,Oct,Washington,manufacturing,273.4,,31.25
2011-10-01,2011,Oct,Washington,retailtrade,306.4,,
2011-10-01,2011,Oct,Washington,totalnonfarm,2880.8,,
2011-10-01,2011,Oct,Washington,totalprivate,2339.4,35.4,27.35
2011-10-01,2011,Oct,West Virginia,leisurehospitality,73.1,,10.59
2011-10-01,2011,Oct,West Virginia,manufacturing,49.6,38.2,19.96
2011-10-01,2011,Oct,West Virginia,retailtrade,87.2,,
2011-10-01,2011,Oct,West Virginia,totalnonfarm,725.8,,
2011-10-01,2011,Oct,West Virginia,totalprivate,572.2,34.5,19.19
2011-10-01,2011,Oct,Wisconsin,leisurehospitality,253.9,,11.8
2011-10-01,2011,Oct,Wisconsin,manufacturing,450.2,42.1,21.55
2011-10-01,2011,Oct,Wisconsin,retailtrade,294.9,,
2011-10-01,2011,Oct,Wisconsin,totalnonfarm,2755.7,,
2011-10-01,2011,Oct,Wisconsin,totalprivate,2346.7,33.7,22.07
2011-10-01,2011,Oct,Wyoming,leisurehospitality,33.4,,11.98
2011-10-01,2011,Oct,Wyoming,manufacturing,9.3,,
2011-10-01,2011,Oct,Wyoming,retailtrade,29.2,,
2011-10-01,2011,Oct,Wyoming,totalnonfarm,291.6,,
2011-10-01,2011,Oct,Wyoming,totalprivate,219.7,37.1,22.34
2011-11-01,2011,Nov,Alabama,leisurehospitality,170.3,,10.65
2011-11-01,2011,Nov,Alabama,manufacturing,239.1,40.7,20.97
2011-11-01,2011,Nov,Alabama,retailtrade,224.9,,
2011-11-01,2011,Nov,Alabama,totalnonfarm,1893.4,,
2011-11-01,2011,Nov,Alabama,totalprivate,1509.8,35.3,20.19
2011-11-01,2011,Nov,Alaska,leisurehospitality,32.6,,14.02
2011-11-01,2011,Nov,Alaska,manufacturing,14.1,38.9,23.75
2011-11-01,2011,Nov,Alaska,retailtrade,35.8,,
2011-11-01,2011,Nov,Alaska,totalnonfarm,332.4,,
2011-11-01,2011,Nov,Alaska,totalprivate,247.8,34.8,25.21
2011-11-01,2011,Nov,Arizona,leisurehospitality,262.4,,13.89
2011-11-01,2011,Nov,Arizona,manufacturing,153.0,40.4,24.83
2011-11-01,2011,Nov,Arizona,retailtrade,295.8,,
2011-11-01,2011,Nov,Arizona,totalnonfarm,2429.1,,
2011-11-01,2011,Nov,Arizona,totalprivate,2020.8,34.8,22.41
2011-11-01,2011,Nov,Arkansas,leisurehospitality,101.7,,10.74
2011-11-01,2011,Nov,Arkansas,manufacturing,157.2,40.7,17.96
2011-11-01,2011,Nov,Arkansas,retailtrade,131.9,,
2011-11-01,2011,Nov,Arkansas,totalnonfarm,1176.0,,
2011-11-01,2011,Nov,Arkansas,totalprivate,959.0,35.1,18.4
2011-11-01,2011,Nov,California,leisurehospitality,1554.9,,14.61
2011-11-01,2011,Nov,California,manufacturing,1244.7,39.2,27.4
2011-11-01,2011,Nov,California,retailtrade,1550.8,,
2011-11-01,2011,Nov,California,totalnonfarm,14515.0,,
2011-11-01,2011,Nov,California,totalprivate,12125.3,34.1,26.89
2011-11-01,2011,Nov,Colorado,leisurehospitality,274.8,,14.45
2011-11-01,2011,Nov,Colorado,manufacturing,129.2,39.9,26.1
2011-11-01,2011,Nov,Colorado,retailtrade,240.8,,
2011-11-01,2011,Nov,Colorado,totalnonfarm,2274.2,,
2011-11-01,2011,Nov,Colorado,totalprivate,1882.3,34.7,24.11
2011-11-01,2011,Nov,Connecticut,leisurehospitality,139.0,,15.11
2011-11-01,2011,Nov,Connecticut,manufacturing,163.1,40.4,30.26
2011-11-01,2011,Nov,Connecticut,retailtrade,179.5,,
2011-11-01,2011,Nov,Connecticut,totalnonfarm,1635.9,,
2011-11-01,2011,Nov,Connecticut,totalprivate,1390.0,34.0,28.37
2011-11-01,2011,Nov,DC,leisurehospitality,64.1,,17.76
2011-11-01,2011,Nov,DC,manufacturing,1.0,,
2011-11-01,2011,Nov,DC,retailtrade,18.6,,
2011-11-01,2011,Nov,DC,totalnonfarm,726.4,,
2011-11-01,2011,Nov,DC,totalprivate,481.9,35.1,35.68
2011-11-01,2011,Nov,Delaware,leisurehospitality,44.6,,13.47
2011-11-01,2011,Nov,Delaware,manufacturing,25.8,38.8,20.72
2011-11-01,2011,Nov,Delaware,retailtrade,50.7,,
2011-11-01,2011,Nov,Delaware,totalnonfarm,415.0,,
2011-11-01,2011,Nov,Delaware,totalprivate,352.1,33.1,22.26
2011-11-01,2011,Nov,Florida,leisurehospitality,971.4,,13.41
2011-11-01,2011,Nov,Florida,manufacturing,315.2,39.5,23.87
2011-11-01,2011,Nov,Florida,retailtrade,956.7,,
2011-11-01,2011,Nov,Florida,totalnonfarm,7293.8,,
2011-11-01,2011,Nov,Florida,totalprivate,6204.8,34.5,21.42
2011-11-01,2011,Nov,Georgia,leisurehospitality,385.9,,12.37
2011-11-01,2011,Nov,Georgia,manufacturing,350.2,40.6,21.74
2011-11-01,2011,Nov,Georgia,retailtrade,446.6,,
2011-11-01,2011,Nov,Georgia,totalnonfarm,3914.8,,
2011-11-01,2011,Nov,Georgia,totalprivate,3231.9,34.8,21.83
2011-11-01,2011,Nov,Hawaii,leisurehospitality,107.1,,16.01
2011-11-01,2011,Nov,Hawaii,manufacturing,13.7,32.9,20.19
2011-11-01,2011,Nov,Hawaii,retailtrade,68.0,,
2011-11-01,2011,Nov,Hawaii,totalnonfarm,598.8,,
2011-11-01,2011,Nov,Hawaii,totalprivate,474.4,32.7,22.02
2011-11-01,2011,Nov,Idaho,leisurehospitality,60.2,,11.61
2011-11-01,2011,Nov,Idaho,manufacturing,56.4,39.4,24.79
2011-11-01,2011,Nov,Idaho,retailtrade,75.7,,
2011-11-01,2011,Nov,Idaho,totalnonfarm,616.1,,
2011-11-01,2011,Nov,Idaho,totalprivate,499.4,33.8,20.71
2011-11-01,2011,Nov,Illinois,leisurehospitality,528.0,,12.59
2011-11-01,2011,Nov,Illinois,manufacturing,577.4,40.8,24.05
2011-11-01,2011,Nov,Illinois,retailtrade,591.3,,
2011-11-01,2011,Nov,Illinois,totalnonfarm,5698.9,,
2011-11-01,2011,Nov,Illinois,totalprivate,4862.5,34.6,23.84
2011-11-01,2011,Nov,Indiana,leisurehospitality,279.6,,12.46
2011-11-01,2011,Nov,Indiana,manufacturing,465.1,41.3,23.08
2011-11-01,2011,Nov,Indiana,retailtrade,307.3,,
2011-11-01,2011,Nov,Indiana,totalnonfarm,2861.6,,
2011-11-01,2011,Nov,Indiana,totalprivate,2430.7,34.8,20.87
2011-11-01,2011,Nov,Iowa,leisurehospitality,132.7,,11.78
2011-11-01,2011,Nov,Iowa,manufacturing,206.9,41.4,20.0
2011-11-01,2011,Nov,Iowa,retailtrade,175.1,,
2011-11-01,2011,Nov,Iowa,totalnonfarm,1494.6,,
2011-11-01,2011,Nov,Iowa,totalprivate,1242.6,34.2,20.25
2011-11-01,2011,Nov,Kansas,leisurehospitality,116.0,,11.43
2011-11-01,2011,Nov,Kansas,manufacturing,161.0,42.4,21.78
2011-11-01,2011,Nov,Kansas,retailtrade,142.4,,
2011-11-01,2011,Nov,Kansas,totalnonfarm,1345.5,,
