Date,State,Sector,employment,employment-population ratio,labor force,labor force participation rate,unemployment,unemployment rate
2011-02-01,Indiana,aggregate,2891838.0,57.9,3173174.0,63.6,281336.0,8.9
2011-02-01,Iowa,aggregate,1580466.0,66.6,1676426.0,70.7,95960.0,5.7
2011-02-01,Jersey,new,4148577.0,59.9,4583161.0,66.2,434584.0,9.5
2011-02-01,Kansas,aggregate,1399822.0,64.9,1499274.0,69.5,99452.0,6.6
2011-02-01,Kentucky,aggregate,1868023.0,55.5,2067585.0,61.5,199562.0,9.7
2011-02-01,Louisiana,aggregate,1929023.0,55.7,2087666.0,60.2,158643.0,7.6
2011-02-01,Maine,aggregate,643929.0,59.7,699923.0,64.9,55994.0,8.0
2011-02-01,Maryland,aggregate,2866834.0,63.1,3095264.0,68.2,228430.0,7.4
2011-02-01,Massachusetts,aggregate,3220487.0,61.0,3483059.0,65.9,262572.0,7.5
2011-02-01,Michigan,aggregate,4173355.0,53.9,4668944.0,60.3,495589.0,10.6
2011-02-01,Minnesota,aggregate,2751444.0,66.5,2954765.0,71.4,203321.0,6.9
2011-02-01,Mississippi,aggregate,1214666.0,54.2,1348155.0,60.2,133489.0,9.9
2011-02-01,Missouri,aggregate,2757410.0,59.4,3032348.0,65.4,274938.0,9.1
2011-02-01,Montana,aggregate,466009.0,59.6,500443.0,64.0,34434.0,6.9
2011-02-01,Nebraska,aggregate,955545.0,68.4,1000378.0,71.6,44833.0,4.5
2011-02-01,Nevada,aggregate,1177522.0,56.5,1357350.0,65.1,179828.0,13.2
2011-02-01,NewHampshire,aggregate,695031.0,65.7,735770.0,69.5,40739.0,5.5
2011-02-01,NewMexico,aggregate,862123.0,54.6,930015.0,58.9,67892.0,7.3
2011-02-01,NewYork,aggregate,8782325.0,56.7,9575842.0,61.8,793517.0,8.3
2011-02-01,NorthCarolina,aggregate,4151978.0,56.3,4633984.0,62.9,482006.0,10.4
2011-02-01,NorthDakota,aggregate,373673.0,70.5,386774.0,72.9,13101.0,3.4
2011-02-01,Ohio,aggregate,5275685.0,58.7,5797826.0,64.5,522141.0,9.0
2011-02-01,Oklahoma,aggregate,1658921.0,58.1,1760014.0,61.6,101093.0,5.7
2011-02-01,Oregon,aggregate,1799894.0,58.9,1993867.0,65.3,193973.0,9.7
2011-02-01,Pennsylvania,aggregate,5881221.0,58.1,6368171.0,63.0,486950.0,7.6
2011-02-01,RhodeIsland,aggregate,504305.0,59.6,567809.0,67.1,63504.0,11.2
2011-02-01,SouthCarolina,aggregate,1940048.0,54.0,2169786.0,60.4,229738.0,10.6
2011-02-01,SouthDakota,aggregate,421289.0,67.9,442895.0,71.3,21606.0,4.9
2011-02-01,Tennessee,aggregate,2826811.0,57.0,3120138.0,62.9,293327.0,9.4
2011-02-01,Texas,aggregate,11373661.0,60.4,12386821.0,65.8,1013160.0,8.2
2011-02-01,Utah,aggregate,1241614.0,62.7,1348419.0,68.1,106805.0,7.9
2011-02-01,Vermont,aggregate,338562.0,66.3,359182.0,70.4,20620.0,5.7
2011-02-01,Virginia,aggregate,3909153.0,62.9,4173099.0,67.1,263946.0,6.3
2011-02-01,Washington,aggregate,3153179.0,59.6,3488570.0,66.0,335391.0,9.6
2011-02-01,WestVirginia,aggregate,741307.0,49.9,806633.0,54.3,65326.0,8.1
2011-02-01,Wisconsin,aggregate,2838733.0,63.8,3074591.0,69.1,235858.0,7.7
2011-02-01,Wyoming,aggregate,285044.0,65.5,304236.0,69.9,19192.0,6.3
2011-03-01,Alabama,aggregate,2007816.0,53.9,2229050.0,59.8,221234.0,9.9
2011-03-01,Alaska,aggregate,334675.0,63.6,362621.0,69.0,27946.0,7.7
2011-03-01,Arizona,aggregate,2728694.0,55.8,3022873.0,61.8,294179.0,9.7
2011-03-01,Arkansas,aggregate,1246204.0,55.4,1353938.0,60.2,107734.0,8.0
2011-03-01,California,aggregate,16121965.0,55.9,18307118.0,63.4,2185153.0,11.9
2011-03-01,Colorado,aggregate,2480767.0,63.6,2719614.0,69.7,238847.0,8.8
2011-03-01,Connecticut,aggregate,1740353.0,61.6,1919041.0,67.9,178688.0,9.3
2011-03-01,DC,aggregate,313326.0,61.2,348125.0,68.0,34799.0,10.0
2011-03-01,Delaware,aggregate,407466.0,57.5,440525.0,62.1,33059.0,7.5
2011-03-01,Florida,aggregate,8294691.0,54.8,9279853.0,61.3,985162.0,10.6
2011-03-01,Georgia,aggregate,4224097.0,57.4,4701994.0,63.9,477897.0,10.2
2011-03-01,Hawaii,aggregate,623749.0,59.1,667836.0,63.2,44087.0,6.6
2011-03-01,Idaho,aggregate,699037.0,59.4,764833.0,65.0,65796.0,8.6
2011-03-01,Illinois,aggregate,5933555.0,59.7,6559051.0,65.9,625496.0,9.5
2011-03-01,Indiana,aggregate,2898475.0,58.0,3176805.0,63.6,278330.0,8.8
2011-03-01,Iowa,aggregate,1579788.0,66.6,1674595.0,70.6,94807.0,5.7
2011-03-01,Jersey,new,4151806.0,59.9,4585334.0,66.1,433528.0,9.5
2011-03-01,Kansas,aggregate,1400750.0,64.9,1498622.0,69.4,97872.0,6.5
2011-03-01,Kentucky,aggregate,1869453.0,55.5,2066865.0,61.4,197412.0,9.6
2011-03-01,Louisiana,aggregate,1928425.0,55.6,2084842.0,60.1,156417.0,7.5
2011-03-01,Maine,aggregate,644132.0,59.7,699605.0,64.9,55473.0,7.9
2011-03-01,Maryland,aggregate,2868193.0,63.1,3095296.0,68.1,227103.0,7.3
2011-03-01,Massachusetts,aggregate,3221423.0,60.9,3480864.0,65.8,259441.0,7.5
2011-03-01,Michigan,aggregate,4175493.0,53.9,4647373.0,60.0,471880.0,10.2
2011-03-01,Minnesota,aggregate,2755779.0,66.5,2956830.0,71.4,201051.0,6.8
2011-03-01,Mississippi,aggregate,1215529.0,54.2,1348931.0,60.2,133402.0,9.9
2011-03-01,Missouri,aggregate,2759574.0,59.5,3030340.0,65.3,270766.0,8.9
2011-03-01,Montana,aggregate,466381.0,59.6,500424.0,63.9,34043.0,6.8
2011-03-01,Nebraska,aggregate,957097.0,68.5,1001745.0,71.7,44648.0,4.5
2011-03-01,Nevada,aggregate,1178204.0,56.5,1356969.0,65.1,178765.0,13.2
2011-03-01,NewHampshire,aggregate,695251.0,65.7,735624.0,69.5,40373.0,5.5
2011-03-01,NewMexico,aggregate,862630.0,54.6,929660.0,58.8,67030.0,7.2
2011-03-01,NewYork,aggregate,8780079.0,56.6,9566944.0,61.7,786865.0,8.2
2011-03-01,NorthCarolina,aggregate,4155859.0,56.3,4634838.0,62.8,478979.0,10.3
2011-03-01,NorthDakota,aggregate,374121.0,70.4,387119.0,72.9,12998.0,3.4
2011-03-01,Ohio,aggregate,5272508.0,58.6,5787982.0,64.4,515474.0,8.9
2011-03-01,Oklahoma,aggregate,1659756.0,58.1,1758449.0,61.5,98693.0,5.6
2011-03-01,Oregon,aggregate,1801715.0,59.0,1992248.0,65.2,190533.0,9.6
2011-03-01,Pennsylvania,aggregate,5883563.0,58.1,6367236.0,62.9,483673.0,7.6
2011-03-01,RhodeIsland,aggregate,504005.0,59.6,566907.0,67.0,62902.0,11.1
2011-03-01,SouthCarolina,aggregate,1940583.0,54.0,2170108.0,60.4,229525.0,10.6
2011-03-01,SouthDakota,aggregate,421569.0,67.9,442809.0,71.3,21240.0,4.8
2011-03-01,Tennessee,aggregate,2832881.0,57.1,3123229.0,63.0,290348.0,9.3
2011-03-01,Texas,aggregate,11391564.0,60.4,12402128.0,65.8,1010564.0,8.1
2011-03-01,Utah,aggregate,1242829.0,62.7,1349000.0,68.0,106171.0,7.9
2011-03-01,Vermont,aggregate,338637.0,66.3,358849.0,70.3,20212.0,5.6
2011-03-01,Virginia,aggregate,3914983.0,62.9,4176534.0,67.1,261551.0,6.3
2011-03-01,Washington,aggregate,3152752.0,59.6,3485456.0,65.9,332704.0,9.5
2011-03-01,WestVirginia,aggregate,741518.0,49.9,805624.0,54.2,64106.0,8.0
2011-03-01,Wisconsin,aggregate,2839492.0,63.8,3073777.0,69.0,234285.0,7.6
2011-03-01,Wyoming,aggregate,285188.0,65.5,304110.0,69.9,18922.0,6.2
2011-04-01,Alabama,aggregate,2007169.0,53.9,2227013.0,59.8,219844.0,9.9
2011-04-01,Alaska,aggregate,334834.0,63.6,362568.0,68.9,27734.0,7.6
2011-04-01,Arizona,aggregate,2727407.0,55.7,3019520.0,61.7,292113.0,9.7
2011-04-01,Arkansas,aggregate,1244926.0,55.4,1352434.0,60.1,107508.0,7.9
2011-04-01,California,aggregate,16131427.0,55.8,18306938.0,63.4,2175511.0,11.9
2011-04-01,Colorado,aggregate,2484057.0,63.6,2720076.0,69.6,236019.0,8.7
2011-04-01,Connecticut,aggregate,1740467.0,61.5,1917500.0,67.8,177033.0,9.2
2011-04-01,DC,aggregate,312770.0,61.0,348005.0,67.9,35235.0,10.1
2011-04-01,Delaware,aggregate,408176.0,57.5,441042.0,62.1,32866.0,7.5
2011-04-01,Florida,aggregate,8300964.0,54.8,9273675.0,61.2,972711.0,10.5
2011-04-01,Georgia,aggregate,4230977.0,57.5,4707377.0,64.0,476400.0,10.1
2011-04-01,Hawaii,aggregate,623875.0,59.0,668104.0,63.2,44229.0,6.6
2011-04-01,Idaho,aggregate,699623.0,59.4,765114.0,65.0,65491.0,8.6
2011-04-01,Illinois,aggregate,5928066.0,59.6,6559629.0,65.9,631563.0,9.6
2011-04-01,Indiana,aggregate,2902491.0,58.1,3180679.0,63.7,278188.0,8.7
2011-04-01,Iowa,aggregate,1578363.0,66.5,1672385.0,70.5,94022.0,5.6
2011-04-01,Jersey,new,4154292.0,59.9,4586970.0,66.1,432678.0,9.4
2011-04-01,Kansas,aggregate,1401170.0,64.9,1497719.0,69.3,96549.0,6.4
2011-04-01,Kentucky,aggregate,1869535.0,55.5,2065534.0,61.3,195999.0,9.5
2011-04-01,Louisiana,aggregate,1926955.0,55.5,2081160.0,60.0,154205.0,7.4
2011-04-01,Maine,aggregate,644167.0,59.7,699253.0,64.8,55086.0,7.9
2011-04-01,Maryland,aggregate,2868105.0,63.0,3094748.0,68.0,226643.0,7.3
2011-04-01,Massachusetts,aggregate,3221391.0,60.9,3478171.0,65.7,256780.0,7.4
2011-04-01,Michigan,aggregate,4176823.0,53.9,4652390.0,60.0,475567.0,10.2
2011-04-01,Minnesota,aggregate,2757971.0,66.5,2958087.0,71.4,200116.0,6.8
2011-04-01,Mississippi,aggregate,1215606.0,54.2,1349179.0,60.2,133573.0,9.9
2011-04-01,Missouri,aggregate,2760797.0,59.5,3028001.0,65.2,267204.0,8.8
2011-04-01,Montana,aggregate,466625.0,59.6,500357.0,63.9,33732.0,6.7
2011-04-01,Nebraska,aggregate,958207.0,68.5,1002706.0,71.7,44499.0,4.4
2011-04-01,Nevada,aggregate,1178606.0,56.5,1356645.0,65.1,178039.0,13.1
2011-04-01,NewHampshire,aggregate,695117.0,65.6,735401.0,69.4,40284.0,5.5
2011-04-01,NewMexico,aggregate,862754.0,54.5,929276.0,58.8,66522.0,7.2
2011-04-01,NewYork,aggregate,8773633.0,56.6,9557387.0,61.6,783754.0,8.2
2011-04-01,NorthCarolina,aggregate,4158316.0,56.3,4635035.0,62.8,476719.0,10.3
2011-04-01,NorthDakota,aggregate,374442.0,70.4,387421.0,72.9,12979.0,3.4
2011-04-01,Ohio,aggregate,5267389.0,58.6,5779913.0,64.3,512524.0,8.9
2011-04-01,Oklahoma,aggregate,1660123.0,58.1,1757162.0,61.5,97039.0,5.5
2011-04-01,Oregon,aggregate,1801938.0,58.9,1990548.0,65.1,188610.0,9.5
2011-04-01,Pennsylvania,aggregate,5882502.0,58.1,6366162.0,62.9,483660.0,7.6
2011-04-01,RhodeIsland,aggregate,503389.0,59.5,565865.0,66.8,62476.0,11.0
2011-04-01,SouthCarolina,aggregate,1940930.0,54.0,2170668.0,60.4,229738.0,10.6
2011-04-01,SouthDakota,aggregate,421707.0,67.8,442500.0,71.2,20793.0,4.7
2011-04-01,Tennessee,aggregate,2836583.0,57.1,3124319.0,62.9,287736.0,9.2
2011-04-01,Texas,aggregate,11406906.0,60.4,12417465.0,65.8,1010559.0,8.1
2011-04-01,Utah,aggregate,1243780.0,62.6,1349909.0,68.0,106129.0,7.9
2011-04-01,Vermont,aggregate,338522.0,66.2,358352.0,70.1,19830.0,5.5
2011-04-01,Virginia,aggregate,3917880.0,62.9,4178606.0,67.1,260726.0,6.2
2011-04-01,Washington,aggregate,3151995.0,59.5,3482410.0,65.7,330415.0,9.5
2011-04-01,WestVirginia,aggregate,741600.0,49.9,804608.0,54.2,63008.0,7.8
2011-04-01,Wisconsin,aggregate,2838861.0,63.7,3072655.0,69.0,233794.0,7.6
2011-04-01,Wyoming,aggregate,285299.0,65.5,303967.0,69.8,18668.0,6.1
2011-05-01,Alabama,aggregate,2005504.0,53.8,2224177.0,59.7,218673.0,9.8
2011-05-01,Alaska,aggregate,334995.0,63.5,362615.0,68.8,27620.0,7.6
2011-05-01,Arizona,aggregate,2725501.0,55.7,3016313.0,61.6,290812.0,9.6
2011-05-01,Arkansas,aggregate,1243966.0,55.3,1351479.0,60.1,107513.0,8.0
2011-05-01,California,aggregate,16140571.0,55.8,18314882.0,63.3,2174311.0,11.9
2011-05-01,Colorado,aggregate,2486702.0,63.5,2721818.0,69.6,235116.0,8.6
2011-05-01,Connecticut,aggregate,1740443.0,61.5,1916175.0,67.7,175732.0,9.2
2011-05-01,DC,aggregate,312269.0,60.8,347947.0,67.7,35678.0,10.3
2011-05-01,Delaware,aggregate,408559.0,57.5,441433.0,62.1,32874.0,7.4
2011-05-01,Florida,aggregate,8306038.0,54.8,9269704.0,61.1,963666.0,10.4
2011-05-01,Georgia,aggregate,4237349.0,57.5,4714360.0,64.0,477011.0,10.1
2011-05-01,Hawaii,aggregate,623545.0,58.9,668178.0,63.1,44633.0,6.7
2011-05-01,Idaho,aggregate,700121.0,59.4,765411.0,65.0,65290.0,8.5
2011-05-01,Illinois,aggregate,5923332.0,59.5,6564999.0,65.9,641667.0,9.8
2011-05-01,Indiana,aggregate,2904417.0,58.1,3185336.0,63.7,280919.0,8.8
2011-05-01,Iowa,aggregate,1576712.0,66.4,1670473.0,70.3,93761.0,5.6
2011-05-01,Jersey,new,4156813.0,59.9,4589273.0,66.1,432460.0,9.4
2011-05-01,Kansas,aggregate,1401265.0,64.9,1496991.0,69.3,95726.0,6.4
2011-05-01,Kentucky,aggregate,1868433.0,55.4,2063971.0,61.3,195538.0,9.5
2011-05-01,Louisiana,aggregate,1925237.0,55.4,2077749.0,59.8,152512.0,7.3
2011-05-01,Maine,aggregate,644161.0,59.7,699074.0,64.8,54913.0,7.9
2011-05-01,Maryland,aggregate,2867202.0,62.9,3094459.0,67.9,227257.0,7.3
2011-05-01,Massachusetts,aggregate,3221962.0,60.8,3476930.0,65.6,254968.0,7.3
2011-05-01,Michigan,aggregate,4178079.0,53.9,4657485.0,60.1,479406.0,10.3
2011-05-01,Minnesota,aggregate,2759074.0,66.5,2959100.0,71.3,200026.0,6.8
2011-05-01,Mississippi,aggregate,1214998.0,54.2,1348995.0,60.2,133997.0,9.9
2011-05-01,Missouri,aggregate,2761288.0,59.5,3026098.0,65.2,264810.0,8.8
2011-05-01,Montana,aggregate,466836.0,59.6,500430.0,63.9,33594.0,6.7
2011-05-01,Nebraska,aggregate,959043.0,68.5,1003463.0,71.7,44420.0,4.4
2011-05-01,Nevada,aggregate,1178895.0,56.5,1356773.0,65.0,177878.0,13.1
2011-05-01,NewHampshire,aggregate,694687.0,65.6,735183.0,69.4,40496.0,5.5
2011-05-01,NewMexico,aggregate,862628.0,54.5,929088.0,58.7,66460.0,7.2
2011-05-01,NewYork,aggregate,8765647.0,56.4,9550937.0,61.5,785290.0,8.2
2011-05-01,NorthCarolina,aggregate,4159498.0,56.3,4639174.0,62.8,479676.0,10.3
2011-05-01,NorthDakota,aggregate,374768.0,70.4,387819.0,72.8,13051.0,3.4
2011-05-01,Ohio,aggregate,5261789.0,58.5,5774897.0,64.2,513108.0,8.9
2011-05-01,Oklahoma,aggregate,1660492.0,58.0,1756957.0,61.4,96465.0,5.5
2011-05-01,Oregon,aggregate,1801090.0,58.8,1989440.0,65.0,188350.0,9.5
2011-05-01,Pennsylvania,aggregate,5880119.0,58.1,6367267.0,62.9,487148.0,7.7
2011-05-01,RhodeIsland,aggregate,502525.0,59.3,564856.0,66.7,62331.0,11.0
2011-05-01,SouthCarolina,aggregate,1941561.0,54.0,2171860.0,60.4,230299.0,10.6
2011-05-01,SouthDakota,aggregate,421740.0,67.8,442128.0,71.1,20388.0,4.6
2011-05-01,Tennessee,aggregate,2837642.0,57.1,3123782.0,62.9,286140.0,9.2
2011-05-01,Texas,aggregate,11421804.0,60.4,12444811.0,65.8,1023007.0,8.2
2011-05-01,Utah,aggregate,1244655.0,62.6,1351062.0,67.9,106407.0,7.9
2011-05-01,Vermont,aggregate,338300.0,66.1,357858.0,69.9,19558.0,5.5
2011-05-01,Virginia,aggregate,3919261.0,62.9,4181008.0,67.1,261747.0,6.3
2011-05-01,Washington,aggregate,3151304.0,59.4,3481947.0,65.7,330643.0,9.5
2011-05-01,WestVirginia,aggregate,741736.0,49.9,804040.0,54.1,62304.0,7.7
2011-05-01,Wisconsin,aggregate,2837785.0,63.7,3072140.0,68.9,234355.0,7.6
2011-05-01,Wyoming,aggregate,285409.0,65.5,303890.0,69.7,18481.0,6.1
2011-06-01,Alabama,aggregate,2003376.0,53.7,2220540.0,59.5,217164.0,9.8
2011-06-01,Alaska,aggregate,335282.0,63.5,362865.0,68.7,27583.0,7.6
2011-06-01,Arizona,aggregate,2724049.0,55.6,3013792.0,61.5,289743.0,9.6
2011-06-01,Arkansas,aggregate,1244155.0,55.3,1351801.0,60.0,107646.0,8.0
2011-06-01,California,aggregate,16155513.0,55.8,18331678.0,63.3,2176165.0,11.9
2011-06-01,Colorado,aggregate,2489983.0,63.5,2725562.0,69.6,235579.0,8.6
2011-06-01,Connecticut,aggregate,1741119.0,61.5,1915704.0,67.7,174585.0,9.1
2011-06-01,DC,aggregate,312056.0,60.7,348056.0,67.7,36000.0,10.3
2011-06-01,Delaware,aggregate,408861.0,57.5,441856.0,62.1,32995.0,7.5
2011-06-01,Florida,aggregate,8313318.0,54.8,9268450.0,61.1,955132.0,10.3
2011-06-01,Georgia,aggregate,4245771.0,57.6,4724331.0,64.1,478560.0,10.1
2011-06-01,Hawaii,aggregate,623037.0,58.8,668200.0,63.1,45163.0,6.8
2011-06-01,Idaho,aggregate,700817.0,59.4,766262.0,65.0,65445.0,8.5
2011-06-01,Illinois,aggregate,5921219.0,59.4,6574223.0,66.0,653004.0,9.9
2011-06-01,Indiana,aggregate,2905303.0,58.1,3190627.0,63.8,285324.0,8.9
2011-06-01,Iowa,aggregate,1575356.0,66.3,1669210.0,70.2,93854.0,5.6
2011-06-01,Jersey,new,4160494.0,59.9,4593045.0,66.1,432551.0,9.4
2011-06-01,Kansas,aggregate,1401481.0,64.8,1496788.0,69.2,95307.0,6.4
2011-06-01,Kentucky,aggregate,1867065.0,55.4,2062528.0,61.2,195463.0,9.5
2011-06-01,Louisiana,aggregate,1924472.0,55.4,2075943.0,59.7,151471.0,7.3
2011-06-01,Maine,aggregate,644390.0,59.7,699205.0,64.7,54815.0,7.8
2011-06-01,Maryland,aggregate,2866929.0,62.9,3095125.0,67.9,228196.0,7.4
2011-06-01,Massachusetts,aggregate,3224474.0,60.8,3478083.0,65.6,253609.0,7.3
2011-06-01,Michigan,aggregate,4181324.0,53.9,4662542.0,60.1,481218.0,10.3
2011-06-01,Minnesota,aggregate,2760355.0,66.5,2959943.0,71.3,199588.0,6.7
2011-06-01,Mississippi,aggregate,1214144.0,54.1,1348540.0,60.1,134396.0,10.0
2011-06-01,Missouri,aggregate,2762039.0,59.5,3025117.0,65.1,263078.0,8.7
2011-06-01,Montana,aggregate,467235.0,59.6,500821.0,63.9,33586.0,6.7
2011-06-01,Nebraska,aggregate,959973.0,68.5,1004342.0,71.7,44369.0,4.4
2011-06-01,Nevada,aggregate,1179490.0,56.5,1357473.0,65.0,177983.0,13.1
2011-06-01,NewHampshire,aggregate,694397.0,65.5,735213.0,69.3,40816.0,5.6
2011-06-01,NewMexico,aggregate,862429.0,54.4,929135.0,58.7,66706.0,7.2
2011-06-01,NewYork,aggregate,8760201.0,56.4,9550536.0,61.4,790335.0,8.3
2011-06-01,NorthCarolina,aggregate,4160098.0,56.3,4645186.0,62.8,485088.0,10.4
2011-06-01,NorthDakota,aggregate,375250.0,70.4,388417.0,72.8,13167.0,3.4
2011-06-01,Ohio,aggregate,5257278.0,58.4,5772106.0,64.1,514828.0,8.9
2011-06-01,Oklahoma,aggregate,1661525.0,58.0,1758269.0,61.4,96744.0,5.5
2011-06-01,Oregon,aggregate,1799898.0,58.7,1988822.0,64.9,188924.0,9.5
2011-06-01,Pennsylvania,aggregate,5879565.0,58.0,6371917.0,62.9,492352.0,7.7
2011-06-01,RhodeIsland,aggregate,501670.0,59.2,564048.0,66.6,62378.0,11.1
2011-06-01,SouthCarolina,aggregate,1943247.0,54.0,2173646.0,60.4,230399.0,10.6
2011-06-01,SouthDakota,aggregate,421830.0,67.8,441908.0,71.0,20078.0,4.5
2011-06-01,Tennessee,aggregate,2837178.0,57.1,3122306.0,62.8,285128.0,9.1
2011-06-01,Texas,aggregate,11440062.0,60.4,12479858.0,65.9,1039796.0,8.3
2011-06-01,Utah,aggregate,1245906.0,62.6,1353433.0,68.0,107527.0,7.9
2011-06-01,Vermont,aggregate,338158.0,66.0,357547.0,69.8,19389.0,5.4
2011-06-01,Virginia,aggregate,3921258.0,62.8,4185036.0,67.1,263778.0,6.3
2011-06-01,Washington,aggregate,3151432.0,59.4,3483600.0,65.6,332168.0,9.5
2011-06-01,WestVirginia,aggregate,742242.0,49.9,804231.0,54.1,61989.0,7.7
2011-06-01,Wisconsin,aggregate,2837472.0,63.6,3072670.0,68.9,235198.0,7.7
2011-06-01,Wyoming,aggregate,285588.0,65.5,303966.0,69.7,18378.0,6.0
2011-07-01,Alabama,aggregate,2002209.0,53.6,2216914.0,59.4,214705.0,9.7
2011-07-01,Alaska,aggregate,335798.0,63.5,363386.0,68.7,27588.0,7.6
2011-07-01,Arizona,aggregate,2724132.0,55.5,3012295.0,61.4,288163.0,9.6
2011-07-01,Arkansas,aggregate,1245946.0,55.3,1353650.0,60.1,107704.0,8.0
2011-07-01,California,aggregate,16181076.0,55.9,18354598.0,63.4,2173522.0,11.8
2011-07-01,Colorado,aggregate,2494870.0,63.6,2731316.0,69.6,236446.0,8.7
2011-07-01,Connecticut,aggregate,1743273.0,61.5,1916513.0,67.6,173240.0,9.0
2011-07-01,DC,aggregate,312289.0,60.6,348395.0,67.6,36106.0,10.4
2011-07-01,Delaware,aggregate,409418.0,57.5,442516.0,62.2,33098.0,7.5
2011-07-01,Florida,aggregate,8325599.0,54.8,9269622.0,61.0,944023.0,10.2
2011-07-01,Georgia,aggregate,4255442.0,57.7,4734644.0,64.2,479202.0,10.1
2011-07-01,Hawaii,aggregate,622549.0,58.7,668177.0,63.0,45628.0,6.8
2011-07-01,Idaho,aggregate,701950.0,59.5,767284.0,65.0,65334.0,8.5
2011-07-01,Illinois,aggregate,5922745.0,59.4,6584764.0,66.0,662019.0,10.1
2011-07-01,Indiana,aggregate,2906561.0,58.1,3196206.0,63.9,289645.0,9.1
2011-07-01,Iowa,aggregate,1574728.0,66.2,1668743.0,70.2,94015.0,5.6
2011-07-01,Jersey,new,4165856.0,59.9,4598330.0,66.1,432474.0,9.4
2011-07-01,Kansas,aggregate,1402172.0,64.8,1497218.0,69.2,95046.0,6.3
2011-07-01,Kentucky,aggregate,1866460.0,55.3,2061537.0,61.1,195077.0,9.5
2011-07-01,Louisiana,aggregate,1925578.0,55.3,2076591.0,59.7,151013.0,7.3
2011-07-01,Maine,aggregate,645084.0,59.7,699689.0,64.8,54605.0,7.8
2011-07-01,Maryland,aggregate,2868706.0,62.8,3097121.0,67.8,228415.0,7.4
2011-07-01,Massachusetts,aggregate,3229590.0,60.8,3481671.0,65.6,252081.0,7.2
2011-07-01,Michigan,aggregate,4188242.0,54.0,4667921.0,60.1,479679.0,10.3
2011-07-01,Minnesota,aggregate,2763040.0,66.5,2960826.0,71.3,197786.0,6.7
2011-07-01,Mississippi,aggregate,1213603.0,54.1,1347874.0,60.1,134271.0,10.0
2011-07-01,Missouri,aggregate,2764025.0,59.5,3025180.0,65.1,261155.0,8.6
2011-07-01,Montana,aggregate,468040.0,59.6,501609.0,63.9,33569.0,6.7
2011-07-01,Nebraska,aggregate,961305.0,68.6,1005628.0,71.8,44323.0,4.4
2011-07-01,Nevada,aggregate,1180810.0,56.5,1358663.0,65.1,177853.0,13.1
2011-07-01,NewHampshire,aggregate,694678.0,65.5,735675.0,69.3,40997.0,5.6
2011-07-01,NewMexico,aggregate,862389.0,54.4,929416.0,58.6,67027.0,7.2
2011-07-01,NewYork,aggregate,8761014.0,56.3,9557909.0,61.4,796895.0,8.3
2011-07-01,NorthCarolina,aggregate,4161457.0,56.2,4649835.0,62.8,488378.0,10.5
2011-07-01,NorthDakota,aggregate,376007.0,70.4,389256.0,72.9,13249.0,3.4
2011-07-01,Ohio,aggregate,5255346.0,58.4,5769975.0,64.1,514629.0,8.9
2011-07-01,Oklahoma,aggregate,1663837.0,58.1,1761266.0,61.5,97429.0,5.5
2011-07-01,Oregon,aggregate,1799498.0,58.7,1988697.0,64.8,189199.0,9.5
2011-07-01,Pennsylvania,aggregate,5883407.0,58.0,6380520.0,62.9,497113.0,7.8
2011-07-01,RhodeIsland,aggregate,501056.0,59.1,563549.0,66.5,62493.0,11.1
2011-07-01,SouthCarolina,aggregate,1946344.0,54.0,2175538.0,60.4,229194.0,10.5
2011-07-01,SouthDakota,aggregate,422124.0,67.8,441986.0,70.9,19862.0,4.5
2011-07-01,Tennessee,aggregate,2836998.0,57.0,3120862.0,62.7,283864.0,9.1
2011-07-01,Texas,aggregate,11465169.0,60.5,12518900.0,66.0,1053731.0,8.4
2011-07-01,Utah,aggregate,1247987.0,62.6,1350213.0,67.7,102226.0,7.6
2011-07-01,Vermont,aggregate,338262.0,66.0,357510.0,69.8,19248.0,5.4
2011-07-01,Virginia,aggregate,3925633.0,62.8,4191401.0,67.1,265768.0,6.3
2011-07-01,Washington,aggregate,3153220.0,59.3,3484289.0,65.6,331069.0,9.5
2011-07-01,WestVirginia,aggregate,743365.0,50.0,805265.0,54.2,61900.0,7.7
2011-07-01,Wisconsin,aggregate,2839014.0,63.6,3074379.0,68.9,235365.0,7.7
2011-07-01,Wyoming,aggregate,285909.0,65.6,304250.0,69.8,18341.0,6.0
2011-08-01,Alabama,aggregate,2003026.0,53.6,2214157.0,59.3,211131.0,9.5
2011-08-01,Alaska,aggregate,336439.0,63.5,364041.0,68.7,27602.0,7.6
2011-08-01,Arizona,aggregate,2726028.0,55.5,3011700.0,61.3,285672.0,9.5
2011-08-01,Arkansas,aggregate,1249061.0,55.4,1356555.0,60.2,107494.0,7.9
2011-08-01,California,aggregate,16216617.0,55.9,18379153.0,63.4,2162536.0,11.8
2011-08-01,Colorado,aggregate,2501097.0,63.6,2738193.0,69.7,237096.0,8.7
2011-08-01,Connecticut,aggregate,1746787.0,61.6,1918321.0,67.6,171534.0,8.9
2011-08-01,DC,aggregate,312951.0,60.6,348940.0,67.6,35989.0,10.3
2011-08-01,Delaware,aggregate,410363.0,57.6,443443.0,62.2,33080.0,7.5
2011-08-01,Florida,aggregate,8342811.0,54.8,9276006.0,61.0,933195.0,10.1
2011-08-01,Georgia,aggregate,4265766.0,57.7,4743757.0,64.2,477991.0,10.1
2011-08-01,Hawaii,aggregate,622156.0,58.6,668028.0,62.9,45872.0,6.9
